File,Label
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (432).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (459).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (437).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (471).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (473).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (445).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (451).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (45).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (507).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (509).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (475).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (517).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (49).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (500).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (538).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (557).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (558).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (87).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (59).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (123).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (116).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (153).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (167).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (18).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (157).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (173).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (147).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (168).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (201).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (210).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (20).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (277).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (272).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (260).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (262).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (253).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (25).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (320).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (293).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (315).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (30).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (346).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (331).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (398).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (402).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (382).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (400).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (375).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (383).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (38).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/Phising/Phish (92).jpg,Phising
